"Periodo","cvegeo","Área_geográfica","Mujeres_ocupadas_como_funcionarias_y_directivas",
"2013",	-,"Tepic","1,360",
"2013",	19,"Nuevo León","14,596",
"2013",	-,"Monterrey","12,963",
"2013",	20,"Oaxaca","6,584",
"2013",	-,"Oaxaca","2,683",
"2013",	21,"Puebla","11,678",
"2013",	-,"Puebla","5,330",
"2013",	-,"Tehuacán","ND",
"2013",	22,"Querétaro","4,925",
"2013",	-,"Querétaro","3,687",
"2013",	23,"Quintana Roo","7,330",
"2013",	-,"Cancún","4,449",
"2013",	24,"San Luis Potosí","7,266",
"2013",	-,"San Luis Potosí","4,642",
"2013",	25,"Sinaloa","10,100",
"2013",	-,"Culiacán","2,899",
"2013",	-,"Mazatlán","ND",
"2013",	26,"Sonora","10,768",
"2013",	-,"Ciudad Obregón","ND",
"2013",	-,"Hermosillo","4,123",
"2013",	27,"Tabasco","3,557",
"2013",	-,"Villahermosa","1,342",
"2013",	28,"Tamaulipas","9,747",
"2013",	-,"Heroica Matamoros","ND",
"2013",	-,"Nuevo Laredo","ND",
"2013",	-,"Reynosa","ND",
"2013",	-,"Tampico","1,810",
"2013",	29,"Tlaxcala","2,007",
"2013",	-,"Tlaxcala","1,303",
"2013",	30,"Veracruz de Ignacio de la Llave","14,564",
"2013",	-,"Coatzacoalcos","ND",
"2013",	-,"Xalapa-Enríquez","ND",
"2013",	-,"Veracruz","2,730",
"2013",	31,"Yucatán","6,637",
"2013",	-,"Mérida","5,054",
"2013",	32,"Zacatecas","1,882",
"2013",	-,"Zacatecas","1,085",
"2012",	00,"Estados Unidos Mexicanos","289,914",
"2012",	01,"Aguascalientes","3,168",
"2012",	-,"Aguascalientes","2,828",
"2012",	02,"Baja California","8,631",
"2012",	-,"Ensenada","ND",
"2012",	-,"Mexicali","ND",
"2012",	-,"Tijuana","5,287",
"2012",	03,"Baja California Sur","4,630",
"2012",	-,"La Paz","1,427",
"2012",	04,"Campeche","2,197",
"2012",	-,"Campeche","1,122",
"2012",	-,"Ciudad del Carmen","ND",
"2012",	05,"Coahuila de Zaragoza","8,889",
"2012",	-,"Saltillo","3,086",
"2012",	-,"Torreón","ND",
"2012",	06,"Colima","2,362",
"2012",	-,"Colima","1,126",
"2012",	07,"Chiapas","5,723",
"2012",	-,"Tapachula","ND",
"2012",	-,"Tuxtla Gutiérrez","2,536",
"2012",	08,"Chihuahua","9,627",
"2012",	-,"Chihuahua","2,662",
"2012",	-,"Juárez","ND",
"2012",	09,"Ciudad de México","57,052",
"2012",	-,"Valle de México","79,640",
"2012",	10,"Durango","3,517",
"2012",	-,"Durango","1,907",
"2012",	11,"Guanajuato","8,792",
"2012",	-,"Celaya","ND",
"2012",	-,"Irapuato","ND",
"2012",	-,"León","2,851",
"2012",	12,"Guerrero","4,133",
"2012",	-,"Acapulco","1,475",
"2012",	-,"Chilpancingo","ND",
"2012",	13,"Hidalgo","4,296",
"2012",	-,"Pachuca","2,135",
"2012",	14,"Jalisco","23,313",
"2012",	-,"Guadalajara","13,963",
"2012",	15,"México","27,184",
"2012",	-,"Toluca","2,368",
"2012",	16,"Michoacán de Ocampo","5,158",
"2012",	-,"Morelia","1,709",
"2012",	-,"Uruapan","ND",
"2012",	17,"Morelos","4,454",
"2012",	-,"Cuernavaca","2,603",
"2012",	18,"Nayarit","2,854",
"2012",	-,"Tepic","1,325",
"2012",	19,"Nuevo León","17,081",
"2012",	-,"Monterrey","15,847",
"2012",	20,"Oaxaca","5,384",
"2012",	-,"Oaxaca","1,825",
"2012",	21,"Puebla","11,129",
"2012",	-,"Puebla","7,211",
"2012",	-,"Tehuacán","ND",
"2012",	22,"Querétaro","5,446",
"2012",	-,"Querétaro","3,939",
"2012",	23,"Quintana Roo","6,851",
"2012",	-,"Cancún","3,833",
"2012",	24,"San Luis Potosí","6,550",
"2012",	-,"San Luis Potosí","4,273",
"2012",	25,"Sinaloa","5,463",
"2012",	-,"Culiacán","1,868",
"2012",	-,"Mazatlán","ND",
"2012",	26,"Sonora","6,821",
"2012",	-,"Ciudad Obregón","ND",
"2012",	-,"Hermosillo","3,679",
"2012",	27,"Tabasco","5,773",
"2012",	-,"Villahermosa","2,242",
"2012",	28,"Tamaulipas","10,854",
"2012",	-,"Heroica Matamoros","ND",
"2012",	-,"Nuevo Laredo","ND",
"2012",	-,"Reynosa","ND",
"2012",	-,"Tampico","2,162",
"2012",	29,"Tlaxcala","1,626",
"2012",	-,"Tlaxcala","1,000",
"2012",	30,"Veracruz de Ignacio de la Llave","12,618",
"2012",	-,"Coatzacoalcos","ND",
"2012",	-,"Xalapa-Enríquez","ND",
"2012",	-,"Veracruz","1,991",
"2012",	31,"Yucatán","5,662",
"2012",	-,"Mérida","4,949",
"2012",	32,"Zacatecas","2,677",
"2012",	-,"Zacatecas","1,353",
"2011",	00,"Estados Unidos Mexicanos","279,233",
"2011",	01,"Aguascalientes","2,754",
"2011",	-,"Aguascalientes","2,241",
"2011",	02,"Baja California","9,928",
"2011",	-,"Ensenada","ND",
"2011",	-,"Mexicali","ND",
"2011",	-,"Tijuana","5,021",
"2011",	03,"Baja California Sur","3,801",
"2011",	-,"La Paz","1,215",
"2011",	04,"Campeche","2,192",
"2011",	-,"Campeche","1,230",
"2011",	-,"Ciudad del Carmen","ND",
"2011",	05,"Coahuila de Zaragoza","8,436",
"2011",	-,"Saltillo","2,468",
"2011",	-,"Torreón","ND",
"2011",	06,"Colima","2,672",
"2011",	-,"Colima","1,461",
"2011",	07,"Chiapas","7,915",
"2011",	-,"Tapachula","ND",
"2011",	-,"Tuxtla Gutiérrez","2,527",
"2011",	08,"Chihuahua","4,850",
"2011",	-,"Chihuahua","1,942",
"2011",	-,"Juárez","ND",
"2011",	09,"Ciudad de México","56,996",
"2011",	-,"Valle de México","86,907",
"2011",	10,"Durango","3,786",
"2011",	-,"Durango","1,879",
"2011",	11,"Guanajuato","4,942",
"2011",	-,"Celaya","ND",
"2011",	-,"Irapuato","ND",
"2011",	-,"León","2,868",
"2011",	12,"Guerrero","4,214",
"2011",	-,"Acapulco","980",
"2011",	-,"Chilpancingo","ND",
"2011",	13,"Hidalgo","2,508",
"2011",	-,"Pachuca","1,705",
"2011",	14,"Jalisco","16,548",
"2011",	-,"Guadalajara","12,584",
"2011",	15,"México","35,936",
"2011",	-,"Toluca","1,656",
"2011",	16,"Michoacán de Ocampo","7,227",
"2011",	-,"Morelia","2,344",
"2011",	-,"Uruapan","ND",
"2011",	17,"Morelos","4,573",
"2011",	-,"Cuernavaca","3,017",
"2011",	18,"Nayarit","2,280",
"2011",	-,"Tepic","1,422",
"2011",	19,"Nuevo León","12,900",
"2011",	-,"Monterrey","11,331",
"2011",	20,"Oaxaca","5,341",
"2011",	-,"Oaxaca","2,069",
"2011",	21,"Puebla","8,727",
"2011",	-,"Puebla","7,541",
"2011",	-,"Tehuacán","ND",
"2011",	22,"Querétaro","5,972",
"2011",	-,"Querétaro","4,914",
"2011",	23,"Quintana Roo","7,326",
"2011",	-,"Cancún","4,273",
"2011",	24,"San Luis Potosí","5,754",
"2011",	-,"San Luis Potosí","3,589",
"2011",	25,"Sinaloa","4,982",
"2011",	-,"Culiacán","2,356",
"2011",	-,"Mazatlán","ND",
"2011",	26,"Sonora","7,595",
"2011",	-,"Ciudad Obregón","ND",
"2011",	-,"Hermosillo","3,228",
"2011",	27,"Tabasco","5,076",
"2011",	-,"Villahermosa","2,080",
"2011",	28,"Tamaulipas","6,865",
"2011",	-,"Heroica Matamoros","ND",
"2011",	-,"Nuevo Laredo","ND",
"2011",	-,"Reynosa","ND",
"2011",	-,"Tampico","1,728",
"2011",	29,"Tlaxcala","1,723",
"2011",	-,"Tlaxcala","1,343",
"2011",	30,"Veracruz de Ignacio de la Llave","16,893",
"2011",	-,"Coatzacoalcos","ND",
"2011",	-,"Xalapa-Enríquez","ND",
"2011",	-,"Veracruz","2,338",
"2011",	31,"Yucatán","5,278",
"2011",	-,"Mérida","4,319",
"2011",	32,"Zacatecas","3,247",
"2011",	-,"Zacatecas","1,196",
"2010",	00,"Estados Unidos Mexicanos","276,423",
"2010",	01,"Aguascalientes","2,407",
"2010",	-,"Aguascalientes","2,101",
"2010",	02,"Baja California","13,699",
"2010",	-,"Ensenada","ND",
"2010",	-,"Mexicali","ND",
"2010",	-,"Tijuana","6,696",
"2010",	03,"Baja California Sur","3,428",
"2010",	-,"La Paz","1,050",
"2010",	04,"Campeche","2,068",
"2010",	-,"Campeche","1,162",
"2010",	-,"Ciudad del Carmen","ND",
"2010",	05,"Coahuila de Zaragoza","8,576",
"2010",	-,"Saltillo","3,212",
"2010",	-,"Torreón","ND",
"2010",	06,"Colima","2,408",
"2010",	-,"Colima","1,527",
"2010",	07,"Chiapas","8,547",
"2010",	-,"Tapachula","ND",
"2010",	-,"Tuxtla Gutiérrez","2,773",
"2010",	08,"Chihuahua","7,140",
"2010",	-,"Chihuahua","2,264",
"2010",	-,"Juárez","ND",
"2010",	09,"Ciudad de México","49,501",
"2010",	-,"Valle de México","69,962",
"2010",	10,"Durango","3,325",
"2010",	-,"Durango","2,162",
"2010",	11,"Guanajuato","8,068",
"2010",	-,"Celaya","ND",
"2010",	-,"Irapuato","ND",
"2010",	-,"León","2,990",
"2010",	12,"Guerrero","4,400",
"2010",	-,"Acapulco","1,951",
"2010",	-,"Chilpancingo","ND",
"2010",	13,"Hidalgo","2,580",
"2010",	-,"Pachuca","1,739",
"2010",	14,"Jalisco","18,660",
"2010",	-,"Guadalajara","13,695",
"2010",	15,"México","28,758",
"2010",	-,"Toluca","2,520",
"2010",	16,"Michoacán de Ocampo","7,836",
"2010",	-,"Morelia","1,900",
"2010",	-,"Uruapan","ND",
"2010",	17,"Morelos","4,375",
"2010",	-,"Cuernavaca","3,180",
"2010",	18,"Nayarit","2,453",
"2010",	-,"Tepic","1,576",
"2010",	19,"Nuevo León","12,286",
"2010",	-,"Monterrey","11,618",
"2010",	20,"Oaxaca","5,162",
"2010",	-,"Oaxaca","1,945",
"2010",	21,"Puebla","8,836",
"2010",	-,"Puebla","7,257",
"2010",	-,"Tehuacán","ND",
"2010",	22,"Querétaro","4,550",
"2010",	-,"Querétaro","3,775",
"2010",	23,"Quintana Roo","7,876",
"2010",	-,"Cancún","4,665",
"2010",	24,"San Luis Potosí","5,703",
"2010",	-,"San Luis Potosí","3,574",
"2010",	25,"Sinaloa","5,742",
"2010",	-,"Culiacán","2,607",
"2010",	-,"Mazatlán","ND",
"2010",	26,"Sonora","8,779",
"2010",	-,"Ciudad Obregón","ND",
"2010",	-,"Hermosillo","3,567",
"2010",	27,"Tabasco","4,661",
"2010",	-,"Villahermosa","2,234",
"2010",	28,"Tamaulipas","6,821",
"2010",	-,"Heroica Matamoros","ND",
"2010",	-,"Nuevo Laredo","ND",
"2010",	-,"Reynosa","ND",
"2010",	-,"Tampico","1,812",
"2010",	29,"Tlaxcala","1,389",
"2010",	-,"Tlaxcala","1,129",
"2010",	30,"Veracruz de Ignacio de la Llave","18,453",
"2010",	-,"Coatzacoalcos","ND",
"2010",	-,"Xalapa-Enríquez","ND",
"2010",	-,"Veracruz","1,690",
"2010",	31,"Yucatán","5,046",
"2010",	-,"Mérida","3,676",
"2010",	32,"Zacatecas","2,895",
"2010",	-,"Zacatecas","1,132",
"2009",	00,"Estados Unidos Mexicanos","260,504",
"2009",	01,"Aguascalientes","2,947",
"2009",	-,"Aguascalientes","2,717",
"2009",	02,"Baja California","9,202",
"2009",	-,"Ensenada","ND",
"2009",	-,"Mexicali","ND",
"2009",	-,"Tijuana","4,906",
"2009",	03,"Baja California Sur","4,159",
"2009",	-,"La Paz","1,111",
"2009",	04,"Campeche","1,657",
"2009",	-,"Campeche","1,023",
"2009",	-,"Ciudad del Carmen","ND",
"2009",	05,"Coahuila de Zaragoza","6,838",
"2009",	-,"Saltillo","2,281",
"2009",	-,"Torreón","ND",
"2009",	06,"Colima","2,992",
"2009",	-,"Colima","1,585",
"2009",	07,"Chiapas","8,448",
"2009",	-,"Tapachula","ND",
"2009",	-,"Tuxtla Gutiérrez","2,768",
"2009",	08,"Chihuahua","6,280",
"2009",	-,"Chihuahua","3,055",
"2009",	-,"Juárez","ND",
"2009",	09,"Ciudad de México","47,580",
"2009",	-,"Valle de México","63,832",
"2009",	10,"Durango","3,144",
"2009",	-,"Durango","1,837",
"2009",	11,"Guanajuato","9,020",
"2009",	-,"Celaya","ND",
"2009",	-,"Irapuato","ND",
"2009",	-,"León","2,658",
"2009",	12,"Guerrero","3,787",
"2009",	-,"Acapulco","2,142",
"2009",	-,"Chilpancingo","ND",
"2009",	13,"Hidalgo","4,052",
"2009",	-,"Pachuca","1,956",
"2009",	14,"Jalisco","18,356",
"2009",	-,"Guadalajara","14,845",
"2009",	15,"México","21,335",
"2009",	-,"Toluca","2,679",
"2009",	16,"Michoacán de Ocampo","5,790",
"2009",	-,"Morelia","1,779",
"2009",	-,"Uruapan","ND",
"2009",	17,"Morelos","3,921",
"2009",	-,"Cuernavaca","2,914",
"2009",	18,"Nayarit","1,932",
"2009",	-,"Tepic","1,197",
"2009",	19,"Nuevo León","12,667",
"2009",	-,"Monterrey","11,720",
"2009",	20,"Oaxaca","3,316",
"2009",	-,"Oaxaca","1,936",
"2009",	21,"Puebla","8,300",
"2009",	-,"Puebla","6,570",
"2009",	-,"Tehuacán","ND",
"2009",	22,"Querétaro","5,231",
"2009",	-,"Querétaro","3,827",
"2009",	23,"Quintana Roo","7,432",
"2009",	-,"Cancún","4,512",
"2009",	24,"San Luis Potosí","6,699",
"2009",	-,"San Luis Potosí","3,935",
"2009",	25,"Sinaloa","7,570",
"2009",	-,"Culiacán","2,416",
"2009",	-,"Mazatlán","ND",
"2009",	26,"Sonora","11,665",
"2009",	-,"Ciudad Obregón","ND",
"2009",	-,"Hermosillo","3,814",
"2009",	27,"Tabasco","4,633",
"2009",	-,"Villahermosa","2,182",
"2009",	28,"Tamaulipas","7,985",
"2009",	-,"Heroica Matamoros","ND",
"2009",	-,"Nuevo Laredo","ND",
"2009",	-,"Reynosa","ND",
"2009",	-,"Tampico","2,434",
"2009",	29,"Tlaxcala","1,414",
"2009",	-,"Tlaxcala","1,001",
"2009",	30,"Veracruz de Ignacio de la Llave","15,319",
"2009",	-,"Coatzacoalcos","ND",
"2009",	-,"Xalapa-Enríquez","ND",
"2009",	-,"Veracruz","2,747",
"2009",	31,"Yucatán","4,174",
"2009",	-,"Mérida","3,487",
"2009",	32,"Zacatecas","2,665",
"2009",	-,"Zacatecas","1,039",
