objetivo_clave,objetivo_desc,meta_clave,meta_codigo,meta_desc,indicador_clave,indicador_codigo,indicador_desc,clave_serie,num_registros,tiene_valores,tipo,desglose_geo
ODS0030,Salud y bienestar,ODS00300040,Meta 3.6.,"De aquí a 2020, reducir a la mitad el número de muertes y lesiones causadas por accidentes de tráfico en el mundo",ODS003000400010,3.6.1,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,543,75900,True,Global,Desglose por entidad federativa
ODS0030,Salud y bienestar,ODS00300050,Meta 3.7,"De aquí a 2030, garantizar el acceso universal a los servicios de salud sexual y reproductiva, incluidos los de planificación familiar, información y educación, y la integración de la salud reproductiva en las estrategias y los programas nacionales",ODS003000500010,3.7.1,Porcentaje de mujeres en edad fértil (15 a 49 años) unidas con demanda satisfecha de métodos anticonceptivos modernos,2297,132,True,Global,Desglose por entidad federativa
ODS0030,Salud y bienestar,ODS00300050,Meta 3.7,"De aquí a 2030, garantizar el acceso universal a los servicios de salud sexual y reproductiva, incluidos los de planificación familiar, información y educación, y la integración de la salud reproductiva en las estrategias y los programas nacionales",ODS003000500015,3r.7.1,Necesidad insatisfecha de métodos anticonceptivos en mujeres en edad fértil (15 a 49 años) sexualmente activas,1645,132,True,Regional,Desglose por entidad federativa
ODS0030,Salud y bienestar,ODS00300050,Meta 3.7,"De aquí a 2030, garantizar el acceso universal a los servicios de salud sexual y reproductiva, incluidos los de planificación familiar, información y educación, y la integración de la salud reproductiva en las estrategias y los programas nacionales",ODS003000500020,3.7.2.a,Tasa de fecundidad en niñas y adolescentes (de 10 a 14 años) por cada 1 000 niñas y adolescentes en ese grupo de edad,2294,561,True,Global,Desglose por entidad federativa
ODS0030,Salud y bienestar,ODS00300050,Meta 3.7,"De aquí a 2030, garantizar el acceso universal a los servicios de salud sexual y reproductiva, incluidos los de planificación familiar, información y educación, y la integración de la salud reproductiva en las estrategias y los programas nacionales",ODS003000500030,3.7.2.b,Tasa de fecundidad en adolescentes (de 15 a 19 años) por cada 1 000 mujeres de ese grupo de edad,616,528,True,Global,Desglose por entidad federativa
ODS0030,Salud y bienestar,ODS00300050,Meta 3.7,"De aquí a 2030, garantizar el acceso universal a los servicios de salud sexual y reproductiva, incluidos los de planificación familiar, información y educación, y la integración de la salud reproductiva en las estrategias y los programas nacionales",ODS003000500040,3r.7.a,"Porcentaje del último hijo nacido vivo en el periodo de 2013 a 2018, tenido a la edad de 15 a 29 años, que no fue planificado",1545,12,True,Regional,Sin desglose geográfico
ODS0030,Salud y bienestar,ODS00300050,Meta 3.7,"De aquí a 2030, garantizar el acceso universal a los servicios de salud sexual y reproductiva, incluidos los de planificación familiar, información y educación, y la integración de la salud reproductiva en las estrategias y los programas nacionales",ODS003000500050,3r.7.b,Porcentaje de mujeres de 15 a 19 años que son madres,1882,99,True,Regional,Desglose por entidad federativa
ODS0030,Salud y bienestar,ODS00300070,Meta 3.9,"De aquí a 2030, reducir considerablemente el número de muertes y enfermedades causadas por productos químicos peligrosos y por la polución y contaminación del aire, el agua y el suelo",ODS003000700010,3.9.1,Tasa de mortalidad atribuida a la contaminación de los hogares y del aire ambiente,2156,891,True,Global,Desglose por entidad federativa
ODS0030,Salud y bienestar,ODS00300070,Meta 3.9,"De aquí a 2030, reducir considerablemente el número de muertes y enfermedades causadas por productos químicos peligrosos y por la polución y contaminación del aire, el agua y el suelo",ODS003000700020,3.9.2a,"Tasa de mortalidad atribuida al agua insalubre, el saneamiento deficiente y la falta de higiene (exposición a servicios insalubres de agua, saneamiento e higiene para todos (WASH))",1569,68640,True,Global,Desglose por entidad federativa
ODS0030,Salud y bienestar,ODS00300070,Meta 3.9,"De aquí a 2030, reducir considerablemente el número de muertes y enfermedades causadas por productos químicos peligrosos y por la polución y contaminación del aire, el agua y el suelo",ODS003000700025,3.9.2b,"Defunciones atribuidas al agua insalubre, el saneamiento deficiente y la falta de higiene (exposición a servicios insalubres de agua, saneamiento e higiene para todos (WASH)), según la residencia habitual fuera de México o no especificada",1572,400,True,Global,Sin desglose geográfico
ODS0030,Salud y bienestar,ODS00300070,Meta 3.9,"De aquí a 2030, reducir considerablemente el número de muertes y enfermedades causadas por productos químicos peligrosos y por la polución y contaminación del aire, el agua y el suelo",ODS003000700030,3.9.3a,Tasa de mortalidad atribuida a intoxicaciones involuntarias,1548,68640,True,Global,Desglose por entidad federativa
ODS0030,Salud y bienestar,ODS00300070,Meta 3.9,"De aquí a 2030, reducir considerablemente el número de muertes y enfermedades causadas por productos químicos peligrosos y por la polución y contaminación del aire, el agua y el suelo",ODS003000700040,3.9.3b,"Defunciones atribuidas a intoxicaciones involuntarias, según la residencia habitual fuera de México o no especificada",1551,416,True,Global,Sin desglose geográfico
ODS0030,Salud y bienestar,ODS00300100,Meta 3.c,"Aumentar considerablemente la financiación de la salud y la contratación, el perfeccionamiento, la capacitación y la retención del personal sanitario en los países en desarrollo, especialmente en los países menos adelantados y los pequeños Estados insulares en desarrollo",ODS003001000010,3.c.1,Densidad y distribución del personal sanitario,1607,1815,True,Global,Desglose por entidad federativa
ODS0030,Salud y bienestar,ODS00300120,Meta 3n.1,Lograr la cobertura universal de salud,ODS003001200010,3n.1.1,Porcentaje de la población que presenta carencia por acceso a los servicios de salud,1731,96,True,Nacional,Sin desglose geográfico
ODS0030,Salud y bienestar,ODS00300120,Meta 3n.1,Lograr la cobertura universal de salud,ODS003001200015,3n.1.1.a,"Porcentaje de la población que presenta carencia por acceso a los servicios de salud, por desglose geográfico y grupo poblacional (Entidad federativa)",1740,1320,True,Nacional,Desglose por entidad federativa
ODS0030,Salud y bienestar,ODS00300120,Meta 3n.1,Lograr la cobertura universal de salud,ODS003001200017,3n.1.1.b,"Porcentaje de la población que presenta carencia por acceso a los servicios de salud, por desglose geográfico y grupo poblacional (Municipio o demarcación territorial)",2152,75090,True,Nacional,Desglose por entidad federativa y municipio
ODS0030,Salud y bienestar,ODS00300120,Meta 3n.1,Lograr la cobertura universal de salud,ODS003001200020,3n.1.2,Porcentaje de población que tardaría menos de dos horas en llegar a un hospital en caso de una emergencia,1734,96,True,Nacional,Sin desglose geográfico
ODS0030,Salud y bienestar,ODS00300120,Meta 3n.1,Lograr la cobertura universal de salud,ODS003001200025,3n.1.2.a,"Porcentaje de población que tardaría menos de dos horas en llegar a un hospital en caso de una emergencia, por desglose geográfico",1710,132,True,Nacional,Desglose por entidad federativa
ODS0030,Salud y bienestar,ODS00300120,Meta 3n.1,Lograr la cobertura universal de salud,ODS003001200030,3n.1.3,Porcentaje de población derechohabiente que no gastó en servicios médicos la última vez que recibió atención médica,1701,96,True,Nacional,Sin desglose geográfico
ODS0030,Salud y bienestar,ODS00300120,Meta 3n.1,Lograr la cobertura universal de salud,ODS003001200035,3n.1.3.a,"Porcentaje de población derechohabiente que no gastó en servicios médicos la última vez que recibió atención médica, por desglose geográfico",1698,132,True,Nacional,Desglose por entidad federativa
ODS0030,Salud y bienestar,ODS00300120,Meta 3n.1,Lograr la cobertura universal de salud,ODS003001200040,3n.1.4,Porcentaje de hogares con gasto catastrófico en salud,1008,180,True,Nacional,Sin desglose geográfico
ODS0030,Salud y bienestar,ODS00300140,Meta 3n.3,"Garantizar el acceso universal efectivo a servicios de salud sexual y reproductiva, con énfasis en la prevención del embarazo adolescente e infantil",ODS003001400010,3n.3.1,Tasa de fecundidad en niñas de 10 a 14 años,1558,231,True,Nacional,Desglose por entidad federativa
ODS0030,Salud y bienestar,ODS00300150,Meta 3n.4,"Fomentar la cultura preventiva, de atención temprana y hábitos saludables para enfermedades no transmisibles, con énfasis en la prevención de la obesidad adulta e infantil",ODS003001500010,3n.4.1a,"Porcentaje de la población con sobrepeso y obesidad, desglosado por sexo y edad",2027,120,True,Nacional,Sin desglose geográfico
ODS0030,Salud y bienestar,ODS00300150,Meta 3n.4,"Fomentar la cultura preventiva, de atención temprana y hábitos saludables para enfermedades no transmisibles, con énfasis en la prevención de la obesidad adulta e infantil",ODS003001500020,3n.4.1.b,"Porcentaje de la población con sobrepeso y obesidad, por entidad federativa",2030,198,True,Nacional,Desglose por entidad federativa
ODS0040,Educación de calidad,ODS00400010,Meta 4.1,"De aquí a 2030, asegurar que todas las niñas y todos los niños terminen la enseñanza primaria y secundaria, que ha de ser gratuita, equitativa y de calidad y producir resultados de aprendizaje pertinentes y efectivos",ODS004000100011,4.1.2,"Índice de finalización (enseñanza primaria, secundaria y preparatoria)<b><i> [ENIGH] </i></b>",1817,2970,True,Global,Desglose por entidad federativa
ODS0040,Educación de calidad,ODS00400010,Meta 4.1,"De aquí a 2030, asegurar que todas las niñas y todos los niños terminen la enseñanza primaria y secundaria, que ha de ser gratuita, equitativa y de calidad y producir resultados de aprendizaje pertinentes y efectivos",ODS004000100012,4.1.2.a,"Índice de finalización de enseñanza primaria, por desglose geográfico<b><i> [CENSO] </i></b>",1928,47557,True,Global,Desglose por entidad federativa y municipio
ODS0040,Educación de calidad,ODS00400010,Meta 4.1,"De aquí a 2030, asegurar que todas las niñas y todos los niños terminen la enseñanza primaria y secundaria, que ha de ser gratuita, equitativa y de calidad y producir resultados de aprendizaje pertinentes y efectivos",ODS004000100013,4.1.2b,"Índice de finalización de enseñanza secundaria, por desglose geográfico<b><i> [CENSO] </i></b>",1931,47557,True,Global,Desglose por entidad federativa y municipio
ODS0040,Educación de calidad,ODS00400010,Meta 4.1,"De aquí a 2030, asegurar que todas las niñas y todos los niños terminen la enseñanza primaria y secundaria, que ha de ser gratuita, equitativa y de calidad y producir resultados de aprendizaje pertinentes y efectivos",ODS004000100014,4.1.2c,"Índice de finalización de enseñanza preparatoria (Media superior), por desglose geográfico<b><i> [CENSO] </i></b>",1934,47557,True,Global,Desglose por entidad federativa y municipio
ODS0040,Educación de calidad,ODS00400020,Meta 4.2,"De aquí a 2030, asegurar que todas las niñas y todos los niños tengan acceso a servicios de atención y desarrollo en la primera infancia y educación preescolar de calidad, a fin de que estén preparados para la enseñanza primaria",ODS004000200010,4.2.1,"Proporción de niños de 24 a 59 meses cuyo desarrollo es adecuado en cuanto a la salud, el aprendizaje y el bienestar psicosocial, desglosada por sexo",1827,20,True,Global,Sin desglose geográfico
ODS0040,Educación de calidad,ODS00400020,Meta 4.2,"De aquí a 2030, asegurar que todas las niñas y todos los niños tengan acceso a servicios de atención y desarrollo en la primera infancia y educación preescolar de calidad, a fin de que estén preparados para la enseñanza primaria",ODS004000200020,4.2.2,"Tasa de participación en el aprendizaje organizado (un año antes de la edad oficial de ingreso en la enseñanza primaria), desglosada por sexo",467,1287,True,Global,Desglose por entidad federativa
ODS0040,Educación de calidad,ODS00400030,Meta 4.3,"De aquí a 2030, asegurar el acceso igualitario de todos los hombres y las mujeres a una formación técnica, profesional y superior de calidad, incluida la enseñanza universitaria",ODS004000300010,4.3.1,"Tasa de participación de los jóvenes y adultos en la enseñanza y formación académica y no académica en los últimos 12 meses, desglosada por sexo",470,1287,True,Global,Desglose por entidad federativa
ODS0040,Educación de calidad,ODS00400030,Meta 4.3,"De aquí a 2030, asegurar el acceso igualitario de todos los hombres y las mujeres a una formación técnica, profesional y superior de calidad, incluida la enseñanza universitaria",ODS004000300020,4r.3.1,"Tasa bruta de matrícula de educación superior, desglosada por sexo",1248,990,True,Regional,Desglose por entidad federativa
ODS0040,Educación de calidad,ODS00400040,Meta 4.4,"De aquí a 2030, aumentar considerablemente el número de jóvenes y adultos que tienen las competencias necesarias, en particular técnicas y profesionales, para acceder al empleo, el trabajo decente y el emprendimiento",ODS004000400010,4.4.1,"Proporción de jóvenes y adultos con conocimientos de tecnología de la información y las comunicaciones (TIC), desglosada por tipo de conocimiento técnico",1902,5976,True,Global,Desglose por entidad federativa y principales ciudades
ODS0040,Educación de calidad,ODS00400050,Meta 4.5.,"De aquí a 2030, eliminar las disparidades de género en la educación y asegurar el acceso igualitario a todos los niveles de la enseñanza y la formación profesional para las personas vulnerables, incluidas las personas con discapacidad, los pueblos indígenas y los niños en situaciones de vulnerabilidad",ODS004000500010,4.5.1a,Índice de paridad (entre mujeres y hombres) de la tasa de participación en el aprendizaje organizado (un año antes de la edad oficial de ingreso en la enseñanza primaria),2197,429,True,Global,Desglose por entidad federativa
ODS0040,Educación de calidad,ODS00400050,Meta 4.5.,"De aquí a 2030, eliminar las disparidades de género en la educación y asegurar el acceso igualitario a todos los niveles de la enseñanza y la formación profesional para las personas vulnerables, incluidas las personas con discapacidad, los pueblos indígenas y los niños en situaciones de vulnerabilidad",ODS004000500020,4.5.1b,Índice de paridad (entre mujeres y hombres) de la tasa de participación de los jóvenes y adultos en la enseñanza y formación académica y no académica en los últimos 12 meses,2200,396,True,Global,Desglose por entidad federativa
ODS0040,Educación de calidad,ODS00400050,Meta 4.5.,"De aquí a 2030, eliminar las disparidades de género en la educación y asegurar el acceso igualitario a todos los niveles de la enseñanza y la formación profesional para las personas vulnerables, incluidas las personas con discapacidad, los pueblos indígenas y los niños en situaciones de vulnerabilidad",ODS004000500030,4.5.1c,Índice de paridad (entre mujeres y hombres) de la tasa bruta de matrícula de educación superior,2203,330,True,Global,Desglose por entidad federativa
ODS0040,Educación de calidad,ODS00400050,Meta 4.5.,"De aquí a 2030, eliminar las disparidades de género en la educación y asegurar el acceso igualitario a todos los niveles de la enseñanza y la formación profesional para las personas vulnerables, incluidas las personas con discapacidad, los pueblos indígenas y los niños en situaciones de vulnerabilidad",ODS004000500040,4.5.1d,Índice de paridad (entre mujeres y hombres) del porcentaje de población en un grupo de edad determinado que alcanza por lo menos un nivel fijo de competencia funcional en alfabetización,2206,1155,True,Global,Desglose por entidad federativa
ODS0040,Educación de calidad,ODS00400050,Meta 4.5.,"De aquí a 2030, eliminar las disparidades de género en la educación y asegurar el acceso igualitario a todos los niveles de la enseñanza y la formación profesional para las personas vulnerables, incluidas las personas con discapacidad, los pueblos indígenas y los niños en situaciones de vulnerabilidad",ODS004000500050,4.5.1e,"Índice de paridad (entre mujeres y hombres) de la proporción del profesorado que ha recibido al menos la mínima formación docente organizada previa al empleo o en el empleo exigida para impartir enseñanza a nivel a) preescolar, b) primaria y c) secundaria en México",2209,1287,True,Global,Desglose por entidad federativa
ODS0040,Educación de calidad,ODS00400050,Meta 4.5.,"De aquí a 2030, eliminar las disparidades de género en la educación y asegurar el acceso igualitario a todos los niveles de la enseñanza y la formación profesional para las personas vulnerables, incluidas las personas con discapacidad, los pueblos indígenas y los niños en situaciones de vulnerabilidad",ODS004000500060,4.5.1f,Índice de paridad (entre mujeres y hombres) del porcentaje de alumnos que asisten a escuelas de organización escolar multigrado,2212,9,True,Global,Sin desglose geográfico
ODS0040,Educación de calidad,ODS00400060,Meta 4.6,"De aquí a 2030, asegurar que todos los jóvenes y una proporción considerable de los adultos, tanto hombres como mujeres, estén alfabetizados y tengan nociones elementales de aritmética",ODS004000600010,4.6.1.a,"Porcentaje de población en un grupo de edad determinado que alcanza por lo menos un nivel fijo de competencia funcional en alfabetización, desglosado por sexo",473,3465,True,Global,Desglose por entidad federativa
ODS0040,Educación de calidad,ODS00400060,Meta 4.6,"De aquí a 2030, asegurar que todos los jóvenes y una proporción considerable de los adultos, tanto hombres como mujeres, estén alfabetizados y tengan nociones elementales de aritmética",ODS004000600020,4r.6.1.a(1),"Tasa de alfabetización de las personas de 15 años o más, desglosada por sexo y subpoblaciones<b><i> [CENSO] </i></b>",1836,57569,True,Regional,Desglose por entidad federativa y municipio
ODS0040,Educación de calidad,ODS00400060,Meta 4.6,"De aquí a 2030, asegurar que todos los jóvenes y una proporción considerable de los adultos, tanto hombres como mujeres, estén alfabetizados y tengan nociones elementales de aritmética",ODS004000600025,4r.6.1.a(2),"Tasa de alfabetización de las personas de 15 años o más, desglosada por sexo y subpoblaciones<b><i> [ENIGH] </i></b>",2056,4950,True,Regional,Desglose por entidad federativa
ODS0040,Educación de calidad,ODS00400060,Meta 4.6,"De aquí a 2030, asegurar que todos los jóvenes y una proporción considerable de los adultos, tanto hombres como mujeres, estén alfabetizados y tengan nociones elementales de aritmética",ODS004000600030,4r.6.1.b(1),"Tasa de alfabetización de las personas de 15 a 24 años, desglosada por sexo y subpoblaciones<b><i> [CENSO] </i></b>",2036,47557,True,Regional,Desglose por entidad federativa y municipio
ODS0040,Educación de calidad,ODS00400060,Meta 4.6,"De aquí a 2030, asegurar que todos los jóvenes y una proporción considerable de los adultos, tanto hombres como mujeres, estén alfabetizados y tengan nociones elementales de aritmética",ODS004000600040,4r.6.1.b(2),"Tasa de alfabetización de las personas de 15 a 24 años, desglosada por sexo y subpoblaciones<b><i> [ENIGH] </i></b>",2053,990,True,Regional,Desglose por entidad federativa
ODS0040,Educación de calidad,ODS00400080,Meta 4.a.,"Construir y adecuar instalaciones educativas que tengan en cuenta las necesidades de los niños y las personas con discapacidad y las diferencias de género, y que ofrezcan entornos de aprendizaje seguros, no violentos, inclusivos y eficaces para todos",ODS004000800010,4.a.1.a,Proporción de escuelas con acceso a electricidad por entidad federativa y nivel educativo,476,924,True,Global,Desglose por entidad federativa
ODS0040,Educación de calidad,ODS00400080,Meta 4.a.,"Construir y adecuar instalaciones educativas que tengan en cuenta las necesidades de los niños y las personas con discapacidad y las diferencias de género, y que ofrezcan entornos de aprendizaje seguros, no violentos, inclusivos y eficaces para todos",ODS004000800020,4.a.1.b,Proporción de escuelas con acceso a internet por entidad federativa y nivel educativo,875,924,True,Global,Desglose por entidad federativa
ODS0040,Educación de calidad,ODS00400080,Meta 4.a.,"Construir y adecuar instalaciones educativas que tengan en cuenta las necesidades de los niños y las personas con discapacidad y las diferencias de género, y que ofrezcan entornos de aprendizaje seguros, no violentos, inclusivos y eficaces para todos",ODS004000800030,4.a.1.c,Proporción de escuelas con equipos de cómputo en funcionamiento por entidad federativa y nivel educativo,878,924,True,Global,Desglose por entidad federativa
ODS0040,Educación de calidad,ODS00400080,Meta 4.a.,"Construir y adecuar instalaciones educativas que tengan en cuenta las necesidades de los niños y las personas con discapacidad y las diferencias de género, y que ofrezcan entornos de aprendizaje seguros, no violentos, inclusivos y eficaces para todos",ODS004000800040,4.a.1.d1,Proporción de escuelas con infraestructura adaptada para discapacidad por entidad federativa y nivel educativo,881,924,True,Global,Desglose por entidad federativa
ODS0040,Educación de calidad,ODS00400080,Meta 4.a.,"Construir y adecuar instalaciones educativas que tengan en cuenta las necesidades de los niños y las personas con discapacidad y las diferencias de género, y que ofrezcan entornos de aprendizaje seguros, no violentos, inclusivos y eficaces para todos",ODS004000800045,4.a.1.d2,Proporción de escuelas con materiales adaptados para discapacidad por entidad federativa y nivel educativo,927,924,True,Global,Desglose por entidad federativa
ODS0040,Educación de calidad,ODS00400080,Meta 4.a.,"Construir y adecuar instalaciones educativas que tengan en cuenta las necesidades de los niños y las personas con discapacidad y las diferencias de género, y que ofrezcan entornos de aprendizaje seguros, no violentos, inclusivos y eficaces para todos",ODS004000800050,4.a.1.e,Proporción de escuelas con conexión a la red pública de agua potable por entidad federativa y nivel educativo,885,924,True,Global,Desglose por entidad federativa
ODS0040,Educación de calidad,ODS00400080,Meta 4.a.,"Construir y adecuar instalaciones educativas que tengan en cuenta las necesidades de los niños y las personas con discapacidad y las diferencias de género, y que ofrezcan entornos de aprendizaje seguros, no violentos, inclusivos y eficaces para todos",ODS004000800060,4.a.1.f,Proporción de escuelas con sanitarios independientes por entidad federativa y nivel educativo,887,924,True,Global,Desglose por entidad federativa
ODS0040,Educación de calidad,ODS00400080,Meta 4.a.,"Construir y adecuar instalaciones educativas que tengan en cuenta las necesidades de los niños y las personas con discapacidad y las diferencias de género, y que ofrezcan entornos de aprendizaje seguros, no violentos, inclusivos y eficaces para todos",ODS004000800065,4.a.1.g,Proporción de escuelas con lavabo de manos por entidad federativa y nivel educativo,930,924,True,Global,Desglose por entidad federativa
ODS0040,Educación de calidad,ODS00400100,Meta 4.c,"De aquí a 2030, aumentar considerablemente la oferta de docentes calificados, incluso mediante la cooperación internacional para la formación de docentes en los países en desarrollo, especialmente los países menos adelantados y los pequeños Estados insulares en desarrollo",ODS004001000010,4.c.1.a,"Proporción del profesorado de educación preescolar, que ha recibido al menos la mínima formación docente organizada previa al empleo o en el empleo (por ejemplo, formación pedagógica) exigida para impartir enseñanza a nivel preescolar en México",479,1287,True,Global,Desglose por entidad federativa
ODS0040,Educación de calidad,ODS00400100,Meta 4.c,"De aquí a 2030, aumentar considerablemente la oferta de docentes calificados, incluso mediante la cooperación internacional para la formación de docentes en los países en desarrollo, especialmente los países menos adelantados y los pequeños Estados insulares en desarrollo",ODS004001000020,4.c.1.b,"Proporción del profesorado de educación primaria, que ha recibido al menos la mínima formación docente organizada previa al empleo o en el empleo (por ejemplo, formación pedagógica) exigida para impartir enseñanza a nivel primaria en México",867,1287,True,Global,Desglose por entidad federativa
ODS0040,Educación de calidad,ODS00400100,Meta 4.c,"De aquí a 2030, aumentar considerablemente la oferta de docentes calificados, incluso mediante la cooperación internacional para la formación de docentes en los países en desarrollo, especialmente los países menos adelantados y los pequeños Estados insulares en desarrollo",ODS004001000030,4.c.1.c,"Proporción del profesorado de educación secundaria, que ha recibido al menos la mínima formación docente organizada previa al empleo o en el empleo (por ejemplo, formación pedagógica) exigida para impartir enseñanza a nivel secundaria en México",870,1287,True,Global,Desglose por entidad federativa
ODS0040,Educación de calidad,ODS00400110,Meta 4n.1,"Asegurar el acceso efectivo a educación inclusiva, equitativa, intercultural e integral de calidad con particular atención a grupos en desventaja (desagregación por sexo, población indígena, personas con discapacidad, etc.)",ODS004001100010,4n.1.1,Porcentaje de alumnos que asisten a escuelas de organización escolar multigrado,1011,9,True,Nacional,Sin desglose geográfico
ODS0040,Educación de calidad,ODS00400120,Meta 4n.2,Disposición de entornos favorables para el proceso de enseñanza-aprendizaje,ODS004001200010,4n.2.1,Prevalencia de la violencia en el ámbito escolar  entre las mujeres de 15 años y más en los últimos 12 meses,1198,330,True,Nacional,Desglose por entidad federativa
ODS0050,Igualdad de género,ODS00500012,Meta 5.2,"Eliminar todas las formas de violencia contra todas las mujeres y las niñas en los ámbitos público y privado, incluidas la trata y la explotación sexual y otros tipos de explotación",ODS005000120010,5.2.1.a,"Proporción de mujeres de 15 años de edad o más, que han sufrido violencia física, sexual o psicológica infligida por un compañero íntimo actual o anterior, en los 12 meses anteriores, por entidad federativa según tipo de violencia",1433,594,True,Global,Desglose por entidad federativa
ODS0050,Igualdad de género,ODS00500012,Meta 5.2,"Eliminar todas las formas de violencia contra todas las mujeres y las niñas en los ámbitos público y privado, incluidas la trata y la explotación sexual y otros tipos de explotación",ODS005000120015,5.2.1.b,"Proporción de mujeres de 15 años de edad o más, que han sufrido violencia física, sexual o psicológica infligida por un compañero íntimo actual o anterior, en los 12 meses anteriores, por grupos de edad según tipo de violencia",1436,234,True,Global,Sin desglose geográfico
ODS0050,Igualdad de género,ODS00500012,Meta 5.2,"Eliminar todas las formas de violencia contra todas las mujeres y las niñas en los ámbitos público y privado, incluidas la trata y la explotación sexual y otros tipos de explotación",ODS005000120020,5.2.2.a,"Proporción de mujeres y niñas a partir de 15 años de edad que han sufrido violencia sexual a manos de personas que no eran su pareja en los últimos 12 meses, por entidad federativa y lugar del hecho",819,1089,True,Global,Desglose por entidad federativa
ODS0050,Igualdad de género,ODS00500012,Meta 5.2,"Eliminar todas las formas de violencia contra todas las mujeres y las niñas en los ámbitos público y privado, incluidas la trata y la explotación sexual y otros tipos de explotación",ODS005000120030,5.2.2.b,"Proporción de mujeres y niñas a partir de 15 años de edad que han sufrido violencia sexual a manos de personas que no eran su pareja en los últimos 12 meses, desglosada por edad y lugar del hecho",1441,429,True,Global,Sin desglose geográfico
ODS0050,Igualdad de género,ODS00500014,Meta 5.3,"Eliminar todas las prácticas nocivas, como el matrimonio infantil, precoz y forzado y la mutilación genital femenina",ODS005000140010,5.3.1a,"Proporción de mujeres de entre 20 y 24 años que estaban casadas o mantenían una unión estable antes de cumplir los 15 años y antes de cumplir los 18 años, desglosada por hablantes de lengua indígena",2262,18,True,Global,Sin desglose geográfico
ODS0050,Igualdad de género,ODS00500014,Meta 5.3,"Eliminar todas las prácticas nocivas, como el matrimonio infantil, precoz y forzado y la mutilación genital femenina",ODS005000140020,5.3.1b,"Proporción de mujeres de entre 20 y 24 años que estaban casadas o mantenían una unión estable antes de cumplir los 15 años y antes de cumplir los 18 años, por entidad federativa",1587,198,True,Global,Desglose por entidad federativa
ODS0050,Igualdad de género,ODS00500025,Meta 5.4.,"Reconocer y valorar los cuidados y el trabajo doméstico no remunerados mediante servicios públicos, infraestructuras y políticas de protección social, y promoviendo la responsabilidad compartida en el hogar y la familia, según proceda en cada país",ODS005000250010,5.4.1a,"Proporción de tiempo dedicado al trabajo doméstico y de cuidado no remunerado, desglosada por tipo de localidad",1419,126,True,Global,Sin desglose geográfico
ODS0050,Igualdad de género,ODS00500025,Meta 5.4.,"Reconocer y valorar los cuidados y el trabajo doméstico no remunerados mediante servicios públicos, infraestructuras y políticas de protección social, y promoviendo la responsabilidad compartida en el hogar y la familia, según proceda en cada país",ODS005000250020,5.4.1b,"Proporción de tiempo dedicado al trabajo doméstico y de cuidado no remunerado, desglosada por entidad federativa",1414,132,True,Global,Desglose por entidad federativa
ODS0050,Igualdad de género,ODS00500025,Meta 5.4.,"Reconocer y valorar los cuidados y el trabajo doméstico no remunerados mediante servicios públicos, infraestructuras y políticas de protección social, y promoviendo la responsabilidad compartida en el hogar y la familia, según proceda en cada país",ODS005000250030,5.4.1c,"Proporción de tiempo dedicado al trabajo doméstico y de cuidado no remunerado, desglosada por hablantes de lengua indígena",1409,9,True,Global,Sin desglose geográfico
ODS0050,Igualdad de género,ODS00500025,Meta 5.4.,"Reconocer y valorar los cuidados y el trabajo doméstico no remunerados mediante servicios públicos, infraestructuras y políticas de protección social, y promoviendo la responsabilidad compartida en el hogar y la familia, según proceda en cada país",ODS005000250040,5r.4.1a,"Promedio de horas semanales dedicadas al trabajo no remunerado y remunerado combinados (carga total de trabajo), desglosado por sexo",1937,297,True,Regional,Desglose por entidad federativa
ODS0050,Igualdad de género,ODS00500025,Meta 5.4.,"Reconocer y valorar los cuidados y el trabajo doméstico no remunerados mediante servicios públicos, infraestructuras y políticas de protección social, y promoviendo la responsabilidad compartida en el hogar y la familia, según proceda en cada país",ODS005000250050,5r.4.1b,"Promedio de horas semanales dedicadas al trabajo no remunerado y remunerado combinados (carga total de trabajo), desglosado por hablantes de lengua indígena",1944,6,True,Regional,Sin desglose geográfico
ODS0050,Igualdad de género,ODS00500025,Meta 5.4.,"Reconocer y valorar los cuidados y el trabajo doméstico no remunerados mediante servicios públicos, infraestructuras y políticas de protección social, y promoviendo la responsabilidad compartida en el hogar y la familia, según proceda en cada país",ODS005000250060,5r.4.1c,"Promedio de horas semanales dedicadas al trabajo no remunerado y remunerado combinados (carga total de trabajo), por tamaño de localidad",1951,12,True,Regional,Sin desglose geográfico
ODS0050,Igualdad de género,ODS00500025,Meta 5.4.,"Reconocer y valorar los cuidados y el trabajo doméstico no remunerados mediante servicios públicos, infraestructuras y políticas de protección social, y promoviendo la responsabilidad compartida en el hogar y la familia, según proceda en cada país",ODS005000250070,5r.4.1d,"Promedio de horas semanales dedicadas al trabajo no remunerado y remunerado combinados (carga total de trabajo), por grupos de edad",1958,36,True,Regional,Sin desglose geográfico
ODS0050,Igualdad de género,ODS00500035,Meta 5.5,"Asegurar la participación plena y efectiva de las mujeres y la igualdad de oportunidades de liderazgo a todos los niveles decisorios en la vida política, económica y pública",ODS005000350075,5.5.1.a,Proporción de escaños ocupados por mujeres en la Cámara de Diputados,358,5,True,Global,Sin desglose geográfico
