objetivo_clave,objetivo_desc,meta_clave,meta_codigo,meta_desc,indicador_clave,indicador_codigo,indicador_desc,clave_serie,num_registros,tiene_valores,tipo,desglose_geo
ODS0050,Igualdad de género,ODS00500035,Meta 5.5,"Asegurar la participación plena y efectiva de las mujeres y la igualdad de oportunidades de liderazgo a todos los niveles decisorios en la vida política, económica y pública",ODS005000350076,5.5.1.b,Proporción de mujeres en las gubernaturas de las entidades federativas,652,9,True,Global,Sin desglose geográfico
ODS0050,Igualdad de género,ODS00500035,Meta 5.5,"Asegurar la participación plena y efectiva de las mujeres y la igualdad de oportunidades de liderazgo a todos los niveles decisorios en la vida política, económica y pública",ODS005000350077,5.5.1.c,Proporción de presidentas municipales,1849,165,True,Global,Desglose por entidad federativa
ODS0050,Igualdad de género,ODS00500035,Meta 5.5,"Asegurar la participación plena y efectiva de las mujeres y la igualdad de oportunidades de liderazgo a todos los niveles decisorios en la vida política, económica y pública",ODS005000350078,5.5.1.d,Proporción de mujeres en los cabildos municipales,1843,99,True,Global,Desglose por entidad federativa
ODS0050,Igualdad de género,ODS00500035,Meta 5.5,"Asegurar la participación plena y efectiva de las mujeres y la igualdad de oportunidades de liderazgo a todos los niveles decisorios en la vida política, económica y pública",ODS005000350079,5.5.1.e,Proporción de mujeres en los Congresos estatales,1846,165,True,Global,Desglose por entidad federativa
ODS0050,Igualdad de género,ODS00500035,Meta 5.5,"Asegurar la participación plena y efectiva de las mujeres y la igualdad de oportunidades de liderazgo a todos los niveles decisorios en la vida política, económica y pública",ODS005000350080,5.5.2,Proporción de mujeres en cargos directivos,2232,1328,True,Global,Desglose por entidad federativa y áreas metropolitanas
ODS0050,Igualdad de género,ODS00500045,Meta 5.6,"Asegurar el acceso universal a la salud sexual y reproductiva y los derechos reproductivos según lo acordado de conformidad con el Programa de Acción de la Conferencia Internacional sobre la Población y el Desarrollo, la Plataforma de Acción de Beijing y los documentos finales de sus conferencias de examen",ODS005000450010,5.6.1,"Proporción de mujeres de entre 15 y 49 años que toman sus propias decisiones informadas sobre las relaciones sexuales, el uso de anticonceptivos y la atención de la salud reproductiva",1542,33,True,Global,Desglose por entidad federativa
ODS0050,Igualdad de género,ODS00500055,Meta 5.a.,"Emprender reformas que otorguen a las mujeres igualdad de derechos a los recursos económicos, así como acceso a la propiedad y al control de la tierra y otros tipos de bienes, los servicios financieros, la herencia y los recursos naturales, de conformidad con las leyes nacionales",ODS005000550010,5.a.1a,"Proporción del total de la población agrícola con derechos de propiedad o derechos seguros sobre tierras agrícolas, desglosada por sexo, desglosada por tipo de tenencia",1361,99,True,Global,Desglose por entidad federativa
ODS0050,Igualdad de género,ODS00500055,Meta 5.a.,"Emprender reformas que otorguen a las mujeres igualdad de derechos a los recursos económicos, así como acceso a la propiedad y al control de la tierra y otros tipos de bienes, los servicios financieros, la herencia y los recursos naturales, de conformidad con las leyes nacionales",ODS005000550020,5.a.1b,"Proporción de mujeres entre los propietarios o los titulares de derechos sobre tierras agrícolas, desglosada por tipo de tenencia",1364,33,True,Global,Desglose por entidad federativa
ODS0050,Igualdad de género,ODS00500065,Meta 5.b,"Mejorar el uso de la tecnología instrumental, en particular la tecnología de la información y las comunicaciones, para promover el empoderamiento de la mujer",ODS005000650010,5.b.1,"Proporción de personas que utilizan teléfonos móviles, desglosada por sexo",599,1660,True,Global,Desglose por entidad federativa y principales ciudades
ODS0050,Igualdad de género,ODS00500075,Meta 5n.1,"Participación paritaria y efectiva de las mujeres en la vida política, económica y pública, con énfasis en la disminución de brechas de todo tipo, entre ellas la salarial, en el mercado laboral y la carga doméstica de cuidados",ODS005000750010,5n.1.1,Razón del ingreso laboral de trabajadoras/trabajadores por nivel de escolaridad,1686,140,True,Nacional,Sin desglose geográfico
ODS0050,Igualdad de género,ODS00500075,Meta 5n.1,"Participación paritaria y efectiva de las mujeres en la vida política, económica y pública, con énfasis en la disminución de brechas de todo tipo, entre ellas la salarial, en el mercado laboral y la carga doméstica de cuidados",ODS005000750020,5n.1.2,"Brecha en el tiempo promedio que hombres y mujeres destinan a quehaceres domésticos, por grupos de edad",1013,24,True,Nacional,Sin desglose geográfico
ODS0050,Igualdad de género,ODS00500075,Meta 5n.1,"Participación paritaria y efectiva de las mujeres en la vida política, económica y pública, con énfasis en la disminución de brechas de todo tipo, entre ellas la salarial, en el mercado laboral y la carga doméstica de cuidados",ODS005000750030,5n.1.3,Brecha en el tiempo promedio que niñas y niños destinan a quehaceres domésticos y al cuidado a integrantes del hogar,1141,660,True,Nacional,Desglose por entidad federativa
ODS0050,Igualdad de género,ODS00500075,Meta 5n.1,"Participación paritaria y efectiva de las mujeres en la vida política, económica y pública, con énfasis en la disminución de brechas de todo tipo, entre ellas la salarial, en el mercado laboral y la carga doméstica de cuidados",ODS005000750040,5n.1.4,Ingreso laboral real promedio de las personas ocupadas según sexo,1675,3036,True,Nacional,Desglose por entidad federativa
ODS0050,Igualdad de género,ODS00500085,Meta 5n.2,"Igualdad de oportunidad en el acceso a recursos económicos, acceso a la propiedad y servicios financieros para las mujeres",ODS005000850010,5n.2.1,Porcentaje de certificados y títulos expedidos a mujeres como sujetos agrarios con respecto a los hombres,1358,198,True,Nacional,Desglose por entidad federativa
ODS0050,Igualdad de género,ODS00500095,Meta 5n.3,Eliminar todas las formas de violencia contra las mujeres y las niñas en los ámbitos público y privado,ODS005000950010,5n.3.1,Proporción de mujeres y niñas a partir de 15 años de edad que han experimentado violencia física o sexual  por otro agresor distinto a la pareja y pidieron apoyo a alguna institución o presentaron una queja o denuncia ante alguna autoridad,1016,66,True,Nacional,Desglose por entidad federativa
ODS0060,Agua limpia y saneamiento,ODS00600005,Meta 6.1.,"De aquí a 2030, lograr el acceso universal y equitativo al agua potable a un precio asequible para todos",ODS006000050010,6.1.1.a,Proporción de la población que dispone de servicios de suministro de agua potable gestionados de manera segura,2015,5,True,Global,Sin desglose geográfico
ODS0060,Agua limpia y saneamiento,ODS00600005,Meta 6.1.,"De aquí a 2030, lograr el acceso universal y equitativo al agua potable a un precio asequible para todos",ODS006000050020,6.1.1.b,"Proporción de la población que dispone de servicios de suministro de agua potable gestionados de manera segura, por región hidrológico-administrativa (RHA)",2114,70,True,Global,Sin desglose geográfico
ODS0060,Agua limpia y saneamiento,ODS00600005,Meta 6.1.,"De aquí a 2030, lograr el acceso universal y equitativo al agua potable a un precio asequible para todos",ODS006000050030,6.1.1.c,"Proporción de la población que dispone de servicios de suministro de agua potable gestionados de manera segura, por entidad federativa",2073,165,True,Global,Desglose por entidad federativa
ODS0060,Agua limpia y saneamiento,ODS00600015,Meta 6.2.,"De aquí a 2030, lograr el acceso a servicios de saneamiento e higiene adecuados y equitativos para todos y poner fin a la defecación al aire libre, prestando especial atención a las necesidades de las mujeres y las niñas y las personas en situaciones de vulnerabilidad",ODS006000150010,6.2.1.a,Proporción de la población que utiliza servicios de saneamiento gestionados de manera segura,2021,5,True,Global,Sin desglose geográfico
ODS0060,Agua limpia y saneamiento,ODS00600015,Meta 6.2.,"De aquí a 2030, lograr el acceso a servicios de saneamiento e higiene adecuados y equitativos para todos y poner fin a la defecación al aire libre, prestando especial atención a las necesidades de las mujeres y las niñas y las personas en situaciones de vulnerabilidad",ODS006000150020,6.2.1.b,"Proporción de la población que utiliza servicios de saneamiento gestionados de manera segura, por región hidrológico-administrativa (RHA)",2120,70,True,Global,Sin desglose geográfico
ODS0060,Agua limpia y saneamiento,ODS00600015,Meta 6.2.,"De aquí a 2030, lograr el acceso a servicios de saneamiento e higiene adecuados y equitativos para todos y poner fin a la defecación al aire libre, prestando especial atención a las necesidades de las mujeres y las niñas y las personas en situaciones de vulnerabilidad",ODS006000150030,6.2.1.c,"Proporción de la población que utiliza servicios de saneamiento gestionados de manera segura, por entidad federativa",2124,165,True,Global,Desglose por entidad federativa
ODS0060,Agua limpia y saneamiento,ODS00600025,Meta 6.3,"De aquí a 2030, mejorar la calidad del agua reduciendo la contaminación, eliminando el vertimiento y minimizando la emisión de productos químicos y materiales peligrosos, reduciendo a la mitad el porcentaje de aguas residuales sin tratar y aumentando considerablemente el reciclado y la reutilización sin riesgos a nivel mundial",ODS006000250010,6.3.1,Proporción de aguas residuales tratadas de manera adecuada,430,26,True,Global,Sin desglose geográfico
ODS0060,Agua limpia y saneamiento,ODS00600025,Meta 6.3,"De aquí a 2030, mejorar la calidad del agua reduciendo la contaminación, eliminando el vertimiento y minimizando la emisión de productos químicos y materiales peligrosos, reduciendo a la mitad el porcentaje de aguas residuales sin tratar y aumentando considerablemente el reciclado y la reutilización sin riesgos a nivel mundial",ODS006000250020,6.3.2.,Proporción de cuerpos de agua con buena calidad de agua,997,2,True,Global,Sin desglose geográfico
ODS0060,Agua limpia y saneamiento,ODS00600035,Meta 6.4.,"De aquí a 2030, aumentar considerablemente el uso eficiente de los recursos hídricos en todos los sectores y asegurar la sostenibilidad de la extracción y el abastecimiento de agua dulce para hacer frente a la escasez de agua y reducir considerablemente el número de personas que sufren falta de agua",ODS006000350010,6.4.1,Cambio en la eficiencia del uso del agua a lo largo del tiempo,963,10,True,Global,Sin desglose geográfico
ODS0060,Agua limpia y saneamiento,ODS00600035,Meta 6.4.,"De aquí a 2030, aumentar considerablemente el uso eficiente de los recursos hídricos en todos los sectores y asegurar la sostenibilidad de la extracción y el abastecimiento de agua dulce para hacer frente a la escasez de agua y reducir considerablemente el número de personas que sufren falta de agua",ODS006000350020,6.4.2,Nivel de estrés hídrico: extracción de agua dulce como proporción de los recursos disponibles de agua dulce.,966,9,True,Global,Sin desglose geográfico
ODS0060,Agua limpia y saneamiento,ODS00600045,Meta 6.5.,"De aquí a 2030, implementar la gestión integrada de los recursos hídricos a todos los niveles, incluso mediante la cooperación transfronteriza, según proceda",ODS006000450010,6.5.1.,Grado de implementación de la gestión integrada de los recursos hídricos,970,3,True,Global,Sin desglose geográfico
ODS0060,Agua limpia y saneamiento,ODS00600045,Meta 6.5.,"De aquí a 2030, implementar la gestión integrada de los recursos hídricos a todos los niveles, incluso mediante la cooperación transfronteriza, según proceda",ODS006000450020,6.5.2.,Proporción de la superficie de cuencas transfronterizas sujetas a arreglos operacionales para la cooperación en materia de aguas,975,2,True,Global,Sin desglose geográfico
ODS0060,Agua limpia y saneamiento,ODS00600055,Meta 6.6.,"De aquí a 2020, proteger y restablecer los ecosistemas relacionados con el agua, incluidos los bosques, las montañas, los humedales, los ríos, los acuíferos y los lagos",ODS006000550020,6.6.1.a,Cambio en el área de lagos y ríos permanentes (%),2235,4,True,Global,Sin desglose geográfico
ODS0060,Agua limpia y saneamiento,ODS00600055,Meta 6.6.,"De aquí a 2020, proteger y restablecer los ecosistemas relacionados con el agua, incluidos los bosques, las montañas, los humedales, los ríos, los acuíferos y los lagos",ODS006000550030,6.6.1.b,Cambio en el área de lagos y ríos estacionales (%),2238,4,True,Global,Sin desglose geográfico
ODS0060,Agua limpia y saneamiento,ODS00600055,Meta 6.6.,"De aquí a 2020, proteger y restablecer los ecosistemas relacionados con el agua, incluidos los bosques, las montañas, los humedales, los ríos, los acuíferos y los lagos",ODS006000550040,6.6.1.c,Cambio en el área de manglares (%),2241,4,True,Global,Sin desglose geográfico
ODS0060,Agua limpia y saneamiento,ODS00600055,Meta 6.6.,"De aquí a 2020, proteger y restablecer los ecosistemas relacionados con el agua, incluidos los bosques, las montañas, los humedales, los ríos, los acuíferos y los lagos",ODS006000550050,6.6.1.d,Superficie del embalse como porcentaje de la superficie terrestre total (%),2244,4,True,Global,Sin desglose geográfico
ODS0060,Agua limpia y saneamiento,ODS00600055,Meta 6.6.,"De aquí a 2020, proteger y restablecer los ecosistemas relacionados con el agua, incluidos los bosques, las montañas, los humedales, los ríos, los acuíferos y los lagos",ODS006000550060,6.6.1.e,Área de humedales como porcentaje de la superficie terrestre total (%),2247,4,True,Global,Sin desglose geográfico
ODS0060,Agua limpia y saneamiento,ODS00600065,Meta 6.a.,"De aquí a 2030, ampliar la cooperación internacional y el apoyo prestado a los países en desarrollo para la creación de capacidad en actividades y programas relativos al agua y el saneamiento, como los de captación de agua, desalinización, uso eficiente de los recursos hídricos, tratamiento de aguas residuales, reciclado y tecnologías de reutilización.",ODS006000650010,6.a.1.,Volumen de la asistencia oficial para el desarrollo destinada al agua y el saneamiento que forma parte de un plan de gastos coordinados por el gobierno,1794,9,True,Global,Sin desglose geográfico
ODS0060,Agua limpia y saneamiento,ODS00600075,Meta 6.b.,Apoyar y fortalecer la participación de las comunidades locales en la mejora de la gestión del agua y el saneamiento,ODS006000750020,6.b.1.a,Proporción de dependencias administrativas locales con procedimientos claramente definidos en leyes o políticas para la participación de los usuarios y las comunidades en la planificación de programas para el suministro de agua potable rural.,2250,1,True,Global,Sin desglose geográfico
ODS0060,Agua limpia y saneamiento,ODS00600075,Meta 6.b.,Apoyar y fortalecer la participación de las comunidades locales en la mejora de la gestión del agua y el saneamiento,ODS006000750030,6.b.1.b,Proporción de dependencias administrativas locales con procedimientos claramente definidos en leyes o políticas para la participación de los usuarios y las comunidades en programas de planificación y gestión de recursos hídricos.,2253,1,True,Global,Sin desglose geográfico
ODS0060,Agua limpia y saneamiento,ODS00600075,Meta 6.b.,Apoyar y fortalecer la participación de las comunidades locales en la mejora de la gestión del agua y el saneamiento,ODS006000750040,6.b.1.c,Proporción de dependencias administrativas locales con un alto nivel de participación de los usuarios y comunidades en la planificación de programas para el suministro de agua potable en zonas rurales.,2256,1,True,Global,Sin desglose geográfico
ODS0060,Agua limpia y saneamiento,ODS00600075,Meta 6.b.,Apoyar y fortalecer la participación de las comunidades locales en la mejora de la gestión del agua y el saneamiento,ODS006000750050,6.b.1.d,Proporción de dependencias administrativas locales con un alto nivel de participación de usuarios y comunidades en programas de planificación y gestión de recursos hídricos.,2259,1,True,Global,Sin desglose geográfico
ODS0060,Agua limpia y saneamiento,ODS00600085,Meta 6n.1,"Acceso universal y equitativo al agua potable y saneamiento, prestando especial atención al acceso transgeneracional al agua y el acceso de grupos en desventaja",ODS006000850010,6n.1.1,Porcentaje de la población que tiene acceso al agua entubada diariamente así como al saneamiento<b><i> [INEGI] </i></b>,1017,990,True,Nacional,Desglose por entidad federativa
ODS0060,Agua limpia y saneamiento,ODS00600085,Meta 6n.1,"Acceso universal y equitativo al agua potable y saneamiento, prestando especial atención al acceso transgeneracional al agua y el acceso de grupos en desventaja",ODS006000850015,6n.1.1.a,Proporción de la población que dispone de servicios de suministro de agua potable y saneamiento gestionados de manera segura <b><i> [CONAGUA] </i></b>,2106,5,True,Nacional,Sin desglose geográfico
ODS0060,Agua limpia y saneamiento,ODS00600085,Meta 6n.1,"Acceso universal y equitativo al agua potable y saneamiento, prestando especial atención al acceso transgeneracional al agua y el acceso de grupos en desventaja",ODS006000850020,6n.1.1.b,"Proporción de la población que dispone de servicios de suministro de agua potable y saneamiento gestionados de manera segura, por región hidrológico-administrativa (RHA)<b><i> [CONAGUA] </i></b>",2079,70,True,Nacional,Sin desglose geográfico
ODS0060,Agua limpia y saneamiento,ODS00600085,Meta 6n.1,"Acceso universal y equitativo al agua potable y saneamiento, prestando especial atención al acceso transgeneracional al agua y el acceso de grupos en desventaja",ODS006000850030,6n.1.1.c,"Proporción de la población que dispone de servicios de suministro de agua potable y saneamiento gestionados de manera segura, por entidad federativa<b><i> [CONAGUA] </i></b>",2098,165,True,Nacional,Desglose por entidad federativa
ODS0060,Agua limpia y saneamiento,ODS00600095,Meta 6n.2,Gestión integral de los recursos hídricos a todos los niveles,ODS006000950010,6n.2.1,Grado de presión sobre el recurso hídrico de las zonas centro y norte del país,1018,12,True,Nacional,Sin desglose geográfico
ODS0060,Agua limpia y saneamiento,ODS00600095,Meta 6n.2,Gestión integral de los recursos hídricos a todos los niveles,ODS006000950020,6n.2.2,Rendimiento de cultivos básicos en zonas con infraestructura de riego,1019,12,True,Nacional,Sin desglose geográfico
ODS0070,Energía asequible y no contaminante,ODS00700010,Meta 7.1,"De aquí a 2030, garantizar el acceso universal a servicios energéticos asequibles, fiables y modernos",ODS007000100020,7.1.2,Proporción de la población cuya fuente primaria de energía son los combustibles y tecnologías limpias,384,495,True,Global,Desglose por entidad federativa
ODS0070,Energía asequible y no contaminante,ODS00700020,Meta 7.2,"De aquí a 2030, aumentar considerablemente la proporción de energía renovable en el conjunto de fuentes energéticas",ODS007000200010,7.2.1,Proporción de la energía renovable en el consumo final total de energía,387,21,True,Global,Sin desglose geográfico
ODS0070,Energía asequible y no contaminante,ODS00700030,Meta 7.3,"De aquí a 2030, duplicar la tasa mundial de mejora de la eficiencia energética",ODS007000300010,7.3.1,Intensidad energética medida en función de la energía primaria y el PIB,390,21,True,Global,Sin desglose geográfico
ODS0070,Energía asequible y no contaminante,ODS00700060,Meta 7n.1,Incrementar la participación de fuentes de energía limpias en la matriz energética para asegurar las metas previstas en la legislación,ODS007000600010,7n.1.1,Porcentaje de participación de las energías limpias en la matriz de generación de energía eléctrica,1651,7,True,Nacional,Sin desglose geográfico
ODS0070,Energía asequible y no contaminante,ODS00700070,Meta 7n.2,Incentivar la Eficiencia Energética,ODS007000700010,7n.2.1,Intensidad energética nacional,1266,23,True,Nacional,Sin desglose geográfico
ODS0070,Energía asequible y no contaminante,ODS00700080,Meta 7n.3,Promover proyectos de Generación Distribuida para la extensión del Servicio de Distribución,ODS007000800010,7n.3.1,Capacidad total instalada por generación distribuida,1022,15,True,Nacional,Sin desglose geográfico
ODS0080,Trabajo decente y crecimiento económico,ODS00800015,Meta 8.1,"Mantener el crecimiento económico per cápita de conformidad con las circunstancias nacionales y, en particular, un crecimiento del producto interno bruto de al menos el 7% anual en los países menos adelantados",ODS008000150010,8.1.1,Tasa de crecimiento anual del PIB real per cápita,362,22,True,Global,Sin desglose geográfico
ODS0080,Trabajo decente y crecimiento económico,ODS00800025,Meta 8.2,"Lograr niveles más elevados de productividad económica mediante la diversificación, la modernización tecnológica y la innovación, entre otras cosas centrándose en los sectores con gran valor añadido y un uso intensivo de la mano de obra",ODS008000250010,8.2.1,Tasa de crecimiento del PIB por persona ocupada,2281,19,True,Global,Sin desglose geográfico
ODS0080,Trabajo decente y crecimiento económico,ODS00800025,Meta 8.2,"Lograr niveles más elevados de productividad económica mediante la diversificación, la modernización tecnológica y la innovación, entre otras cosas centrándose en los sectores con gran valor añadido y un uso intensivo de la mano de obra",ODS008000250020,8.2.1(2),Tasa de crecimiento del PIB por persona ocupada (1996-2020),1803,25,True,Global,Sin desglose geográfico
ODS0080,Trabajo decente y crecimiento económico,ODS00800035,Meta 8.3,"Promover políticas orientadas al desarrollo que apoyen las actividades productivas, la creación de puestos de trabajo decentes, el emprendimiento, la creatividad y la innovación, y fomentar la formalización y el crecimiento de las microempresas y las pequeñas y medianas empresas, incluso mediante el acceso a servicios financieros",ODS008000350010,8.3.1,"Proporción del empleo informal en el empleo no agropecuario, desglosada por sexo",2285,57,True,Global,Sin desglose geográfico
ODS0080,Trabajo decente y crecimiento económico,ODS00800035,Meta 8.3,"Promover políticas orientadas al desarrollo que apoyen las actividades productivas, la creación de puestos de trabajo decentes, el emprendimiento, la creatividad y la innovación, y fomentar la formalización y el crecimiento de las microempresas y las pequeñas y medianas empresas, incluso mediante el acceso a servicios financieros",ODS008000350020,8.3.1(2),"Proporción del empleo informal en el empleo no agropecuario, desglosada por sexo (1995-2020)",1800,78,True,Global,Sin desglose geográfico
ODS0080,Trabajo decente y crecimiento económico,ODS00800045,Meta 8.4.,"Mejorar progresivamente, de aquí a 2030, la producción y el consumo eficientes de los recursos mundiales y procurar desvincular el crecimiento económico de la degradación del medio ambiente, conforme al Marco Decenal de Programas sobre Modalidades de Consumo y Producción Sostenibles, empezando por los países desarrollados",ODS008000450020,8.4.2.a,Consumo material interno en términos absolutos,1906,110,True,Global,Sin desglose geográfico
ODS0080,Trabajo decente y crecimiento económico,ODS00800045,Meta 8.4.,"Mejorar progresivamente, de aquí a 2030, la producción y el consumo eficientes de los recursos mundiales y procurar desvincular el crecimiento económico de la degradación del medio ambiente, conforme al Marco Decenal de Programas sobre Modalidades de Consumo y Producción Sostenibles, empezando por los países desarrollados",ODS008000450030,8.4.2.b,Consumo material interno per cápita,1910,110,True,Global,Sin desglose geográfico
ODS0080,Trabajo decente y crecimiento económico,ODS00800045,Meta 8.4.,"Mejorar progresivamente, de aquí a 2030, la producción y el consumo eficientes de los recursos mundiales y procurar desvincular el crecimiento económico de la degradación del medio ambiente, conforme al Marco Decenal de Programas sobre Modalidades de Consumo y Producción Sostenibles, empezando por los países desarrollados",ODS008000450040,8.4.2.c,Consumo material interno por PIB,1913,110,True,Global,Sin desglose geográfico
ODS0080,Trabajo decente y crecimiento económico,ODS00800055,Meta 8.5,"De aquí a 2030, lograr el empleo pleno y productivo y el trabajo decente para todas las mujeres y los hombres, incluidos los jóvenes y las personas con discapacidad, así como la igualdad de remuneración por trabajo de igual valor",ODS008000550010,8.5.1a,Ingreso medio por hora de empleadas y empleados,1453,2241,True,Global,Desglose por entidad federativa y principales ciudades
ODS0080,Trabajo decente y crecimiento económico,ODS00800055,Meta 8.5,"De aquí a 2030, lograr el empleo pleno y productivo y el trabajo decente para todas las mujeres y los hombres, incluidos los jóvenes y las personas con discapacidad, así como la igualdad de remuneración por trabajo de igual valor",ODS008000550020,8.5.1b,"Ingreso medio por hora de empleadas y empleados, desglosado por grupos de edad",1450,162,True,Global,Sin desglose geográfico
ODS0080,Trabajo decente y crecimiento económico,ODS00800055,Meta 8.5,"De aquí a 2030, lograr el empleo pleno y productivo y el trabajo decente para todas las mujeres y los hombres, incluidos los jóvenes y las personas con discapacidad, así como la igualdad de remuneración por trabajo de igual valor",ODS008000550030,8.5.1c,"Ingreso medio por hora de empleadas y empleados, desglosado por tipo de ocupación",1447,324,True,Global,Sin desglose geográfico
ODS0080,Trabajo decente y crecimiento económico,ODS00800055,Meta 8.5,"De aquí a 2030, lograr el empleo pleno y productivo y el trabajo decente para todas las mujeres y los hombres, incluidos los jóvenes y las personas con discapacidad, así como la igualdad de remuneración por trabajo de igual valor",ODS008000550040,8.5.1d,"Ingreso medio por hora de empleadas y empleados, desglosado según condición de residencia y país de nacimiento",1444,162,True,Global,Sin desglose geográfico
ODS0080,Trabajo decente y crecimiento económico,ODS00800055,Meta 8.5,"De aquí a 2030, lograr el empleo pleno y productivo y el trabajo decente para todas las mujeres y los hombres, incluidos los jóvenes y las personas con discapacidad, así como la igualdad de remuneración por trabajo de igual valor",ODS008000550050,8.5.2,"Tasa de desocupación, desglosada por sexo y edad",2288,7524,True,Global,Desglose por entidad federativa
ODS0080,Trabajo decente y crecimiento económico,ODS00800055,Meta 8.5,"De aquí a 2030, lograr el empleo pleno y productivo y el trabajo decente para todas las mujeres y los hombres, incluidos los jóvenes y las personas con discapacidad, así como la igualdad de remuneración por trabajo de igual valor",ODS008000550060,8.5.2(2),"Tasa de desocupación, desglosada por sexo y edad (1995-2020)",1807,10296,True,Global,Desglose por entidad federativa
ODS0080,Trabajo decente y crecimiento económico,ODS00800065,Meta 8.6.,"De aquí a 2020, reducir considerablemente la proporción de jóvenes que no están empleados y no cursan estudios ni reciben capacitación",ODS008000650010,8.6.1a,"Proporción de jóvenes (de 15 a 24 años) que no estudian, no tienen empleo ni reciben capacitación, desglosado por escolaridad y tipo de localidad",1863,5544,True,Global,Desglose por entidad federativa
ODS0080,Trabajo decente y crecimiento económico,ODS00800065,Meta 8.6.,"De aquí a 2020, reducir considerablemente la proporción de jóvenes que no están empleados y no cursan estudios ni reciben capacitación",ODS008000650015,8.6.1b,"Proporción de jóvenes (de 15 a 24 años) que no estudian, no tienen empleo ni reciben capacitación, desglosado por sexo",1830,5976,True,Global,Desglose por entidad federativa y principales ciudades
ODS0080,Trabajo decente y crecimiento económico,ODS00800065,Meta 8.6.,"De aquí a 2020, reducir considerablemente la proporción de jóvenes que no están empleados y no cursan estudios ni reciben capacitación",ODS008000650017,8.6.1c,"Proporción de jóvenes (de 15 a 24 años) que no estudian, no tienen empleo ni reciben capacitación, desglosado según el lugar de nacimiento y de residencia",1839,72,True,Global,Sin desglose geográfico
ODS0080,Trabajo decente y crecimiento económico,ODS00800065,Meta 8.6.,"De aquí a 2020, reducir considerablemente la proporción de jóvenes que no están empleados y no cursan estudios ni reciben capacitación",ODS008000650020,8r.6.1,"Proporción de jóvenes (de 15 a 24 años) que no estudian, no tienen empleo, no reciben capacitación y no realizan trabajo doméstico no remunerado de manera exclusiva, desglosada por sexo",1603,135,True,Regional,Sin desglose geográfico
ODS0080,Trabajo decente y crecimiento económico,ODS00800075,Meta 8.7,"Adoptar medidas inmediatas y eficaces para erradicar el trabajo forzoso, poner fin a las formas contemporáneas de esclavitud y la trata de personas y asegurar la prohibición y eliminación de las peores formas de trabajo infantil, incluidos el reclutamiento y la utilización de niños soldados, y, de aquí a 2025, poner fin al trabajo infantil en todas sus formas",ODS008000750010,8.7.1,"Proporción de la población de 5 a 17 años que realiza una ocupación infantil no permitida, desglosada por sexo y edad",369,2376,True,Global,Desglose por entidad federativa
ODS0080,Trabajo decente y crecimiento económico,ODS00800085,Meta 8.8,"Proteger los derechos laborales y promover un entorno de trabajo seguro y sin riesgos para todos los trabajadores, incluidos los trabajadores migrantes, en particular las mujeres migrantes y las personas con empleos precarios",ODS008000850010,8.8.1,"Tasa de incidencia de lesiones ocupacionales mortales y no mortales, desglosada por sexo",396,51,True,Global,Sin desglose geográfico
ODS0080,Trabajo decente y crecimiento económico,ODS00800095,Meta 8.9,"De aquí a 2030, elaborar y poner en práctica políticas encaminadas a promover un turismo sostenible que cree puestos de trabajo y promueva la cultura y los productos locales",ODS008000950010,8.9.1,PIB directo turístico como proporción del PIB total y en tasas de crecimiento,523,32,True,Global,Sin desglose geográfico
ODS0080,Trabajo decente y crecimiento económico,ODS00800105,Meta 8.10,"Fortalecer la capacidad de las instituciones financieras nacionales para fomentar y ampliar el acceso a los servicios bancarios, financieros y de seguros para todos",ODS008001050010,8.10.1.a,Número de sucursales de bancos comerciales por cada 100 000 adultos,777,10,True,Global,Sin desglose geográfico
ODS0080,Trabajo decente y crecimiento económico,ODS00800105,Meta 8.10,"Fortalecer la capacidad de las instituciones financieras nacionales para fomentar y ampliar el acceso a los servicios bancarios, financieros y de seguros para todos",ODS008001050015,8.10.1.b,Número de cajeros automáticos por cada 100 000 adultos,780,10,True,Global,Sin desglose geográfico
ODS0080,Trabajo decente y crecimiento económico,ODS00800105,Meta 8.10,"Fortalecer la capacidad de las instituciones financieras nacionales para fomentar y ampliar el acceso a los servicios bancarios, financieros y de seguros para todos",ODS008001050020,8.10.2,Proporción de adultos (de 15 años o más) con una cuenta en un banco u otra institución financiera o con un proveedor móvil de servicios monetarios,783,4,True,Global,Sin desglose geográfico
ODS0080,Trabajo decente y crecimiento económico,ODS00800115,Meta 8n.1,"Acceso a la capacitación y al empleo sin discriminación de ningún tipo, con especial énfasis en las y los jóvenes",ODS008001150010,8n.1.1,Tasa de participación laboral de personas con discapacidad,1023,2,True,Nacional,Sin desglose geográfico
ODS0080,Trabajo decente y crecimiento económico,ODS00800125,Meta 8n.2,Acceso a la protección social para las trabajadoras y los trabajadores del hogar/ Construcción de un sistema nacional de cuidados,ODS008001250020,8n.2.2,Número de Personas Trabajadoras del Hogar afiliadas ante el Instituto Mexicano del Seguro Social,1044,42570,True,Nacional,Desglose por entidad federativa
ODS0080,Trabajo decente y crecimiento económico,ODS00800135,Meta 8n.3,Inclusión financiera,ODS008001350010,8n.3.1a,"Porcentaje de la población entre 18 y 70 años que tiene una cuenta en un banco u otra institución financiera, por sexo",1768,12,True,Nacional,Sin desglose geográfico
